station_id,station_name,state,latitude,longitude,duration,duration_hours,ari_years,estimate_mm,lower_90_mm,upper_90_mm,confidence_width_mm,lower_difference_mm,upper_difference_mm
01-4619,LEEDS,AL,33.5447,-86.5272,30-min,0.5,25.0,54.0,41.0,69.0,28.0,13.0,15.0
01-4619,LEEDS,AL,33.5447,-86.5272,30-min,0.5,50.0,61.0,45.0,78.0,33.0,16.0,17.0
01-4619,LEEDS,AL,33.5447,-86.5272,30-min,0.5,100.0,67.0,48.0,89.0,41.0,19.0,22.0
01-4619,LEEDS,AL,33.5447,-86.5272,30-min,0.5,200.0,74.0,51.0,100.0,49.0,23.0,26.0
01-4619,LEEDS,AL,33.5447,-86.5272,30-min,0.5,500.0,84.0,55.0,115.0,60.0,29.0,31.0
01-4619,LEEDS,AL,33.5447,-86.5272,30-min,0.5,1000.0,91.0,58.0,126.0,68.0,33.0,35.0
01-4619,LEEDS,AL,33.5447,-86.5272,4-day,96.0,1.0,126.0,108.0,145.0,37.0,18.0,19.0
01-4619,LEEDS,AL,33.5447,-86.5272,4-day,96.0,2.0,144.0,124.0,166.0,42.0,20.0,22.0
01-4619,LEEDS,AL,33.5447,-86.5272,4-day,96.0,5.0,176.0,151.0,203.0,52.0,25.0,27.0
01-4619,LEEDS,AL,33.5447,-86.5272,4-day,96.0,10.0,204.0,174.0,237.0,63.0,30.0,33.0
01-4619,LEEDS,AL,33.5447,-86.5272,4-day,96.0,25.0,246.0,204.0,296.0,92.0,42.0,50.0
01-4619,LEEDS,AL,33.5447,-86.5272,4-day,96.0,50.0,281.0,226.0,341.0,115.0,55.0,60.0
01-4619,LEEDS,AL,33.5447,-86.5272,4-day,96.0,100.0,318.0,247.0,394.0,147.0,71.0,76.0
01-4619,LEEDS,AL,33.5447,-86.5272,4-day,96.0,200.0,358.0,265.0,453.0,188.0,93.0,95.0
01-4619,LEEDS,AL,33.5447,-86.5272,4-day,96.0,500.0,414.0,294.0,535.0,241.0,120.0,121.0
01-4619,LEEDS,AL,33.5447,-86.5272,4-day,96.0,1000.0,459.0,316.0,597.0,281.0,143.0,138.0
01-4619,LEEDS,AL,33.5447,-86.5272,45-day,1080.0,1.0,350.0,315.0,385.0,70.0,35.0,35.0
01-4619,LEEDS,AL,33.5447,-86.5272,45-day,1080.0,2.0,385.0,347.0,425.0,78.0,38.0,40.0
01-4619,LEEDS,AL,33.5447,-86.5272,45-day,1080.0,5.0,441.0,396.0,488.0,92.0,45.0,47.0
01-4619,LEEDS,AL,33.5447,-86.5272,45-day,1080.0,10.0,486.0,433.0,539.0,106.0,53.0,53.0
01-4619,LEEDS,AL,33.5447,-86.5272,45-day,1080.0,25.0,544.0,466.0,616.0,150.0,78.0,72.0
01-4619,LEEDS,AL,33.5447,-86.5272,45-day,1080.0,50.0,587.0,491.0,674.0,183.0,96.0,87.0
01-4619,LEEDS,AL,33.5447,-86.5272,45-day,1080.0,100.0,628.0,506.0,736.0,230.0,122.0,108.0
01-4619,LEEDS,AL,33.5447,-86.5272,45-day,1080.0,200.0,667.0,514.0,802.0,288.0,153.0,135.0
01-4619,LEEDS,AL,33.5447,-86.5272,45-day,1080.0,500.0,716.0,529.0,883.0,354.0,187.0,167.0
01-4619,LEEDS,AL,33.5447,-86.5272,45-day,1080.0,1000.0,750.0,540.0,944.0,404.0,210.0,194.0
01-4619,LEEDS,AL,33.5447,-86.5272,5-min,0.08333333333333333,1.0,11.0,9.0,14.0,5.0,2.0,3.0
01-4619,LEEDS,AL,33.5447,-86.5272,5-min,0.08333333333333333,2.0,12.0,10.0,15.0,5.0,2.0,3.0
01-4619,LEEDS,AL,33.5447,-86.5272,5-min,0.08333333333333333,5.0,15.0,12.0,19.0,7.0,3.0,4.0
01-4619,LEEDS,AL,33.5447,-86.5272,5-min,0.08333333333333333,10.0,17.0,14.0,22.0,8.0,3.0,5.0
01-4619,LEEDS,AL,33.5447,-86.5272,5-min,0.08333333333333333,25.0,20.0,15.0,26.0,11.0,5.0,6.0
01-4619,LEEDS,AL,33.5447,-86.5272,5-min,0.08333333333333333,50.0,23.0,17.0,30.0,13.0,6.0,7.0
01-4619,LEEDS,AL,33.5447,-86.5272,5-min,0.08333333333333333,100.0,25.0,18.0,33.0,15.0,7.0,8.0
01-4619,LEEDS,AL,33.5447,-86.5272,5-min,0.08333333333333333,200.0,28.0,19.0,38.0,19.0,9.0,10.0
01-4619,LEEDS,AL,33.5447,-86.5272,5-min,0.08333333333333333,500.0,32.0,21.0,43.0,22.0,11.0,11.0
01-4619,LEEDS,AL,33.5447,-86.5272,5-min,0.08333333333333333,1000.0,34.0,22.0,48.0,26.0,12.0,14.0
01-4619,LEEDS,AL,33.5447,-86.5272,6-hr,6.0,1.0,64.0,53.0,78.0,25.0,11.0,14.0
01-4619,LEEDS,AL,33.5447,-86.5272,6-hr,6.0,2.0,73.0,60.0,88.0,28.0,13.0,15.0
01-4619,LEEDS,AL,33.5447,-86.5272,6-hr,6.0,5.0,88.0,72.0,107.0,35.0,16.0,19.0
01-4619,LEEDS,AL,33.5447,-86.5272,6-hr,6.0,10.0,101.0,82.0,123.0,41.0,19.0,22.0
01-4619,LEEDS,AL,33.5447,-86.5272,6-hr,6.0,25.0,121.0,95.0,152.0,57.0,26.0,31.0
01-4619,LEEDS,AL,33.5447,-86.5272,6-hr,6.0,50.0,138.0,105.0,175.0,70.0,33.0,37.0
01-4619,LEEDS,AL,33.5447,-86.5272,6-hr,6.0,100.0,155.0,114.0,200.0,86.0,41.0,45.0
01-4619,LEEDS,AL,33.5447,-86.5272,6-hr,6.0,200.0,174.0,123.0,229.0,106.0,51.0,55.0
01-4619,LEEDS,AL,33.5447,-86.5272,6-hr,6.0,500.0,200.0,135.0,269.0,134.0,65.0,69.0
01-4619,LEEDS,AL,33.5447,-86.5272,6-hr,6.0,1000.0,222.0,145.0,299.0,154.0,77.0,77.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-day,1440.0,1.0,410.0,372.0,450.0,78.0,38.0,40.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-day,1440.0,2.0,450.0,408.0,494.0,86.0,42.0,44.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-day,1440.0,5.0,513.0,463.0,564.0,101.0,50.0,51.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-day,1440.0,10.0,562.0,504.0,620.0,116.0,58.0,58.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-day,1440.0,25.0,624.0,537.0,701.0,164.0,87.0,77.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-day,1440.0,50.0,669.0,562.0,762.0,200.0,107.0,93.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-day,1440.0,100.0,710.0,575.0,827.0,252.0,135.0,117.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-day,1440.0,200.0,749.0,579.0,894.0,315.0,170.0,145.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-day,1440.0,500.0,795.0,590.0,975.0,385.0,205.0,180.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-day,1440.0,1000.0,826.0,598.0,1035.0,437.0,228.0,209.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-min,1.0,1.0,38.0,30.0,47.0,17.0,8.0,9.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-min,1.0,2.0,43.0,34.0,54.0,20.0,9.0,11.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-min,1.0,5.0,52.0,41.0,65.0,24.0,11.0,13.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-min,1.0,10.0,60.0,47.0,75.0,28.0,13.0,15.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-min,1.0,25.0,71.0,54.0,92.0,38.0,17.0,21.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-min,1.0,50.0,80.0,59.0,104.0,45.0,21.0,24.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-min,1.0,100.0,89.0,64.0,118.0,54.0,25.0,29.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-min,1.0,200.0,99.0,67.0,133.0,66.0,32.0,34.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-min,1.0,500.0,112.0,73.0,153.0,80.0,39.0,41.0
01-4619,LEEDS,AL,33.5447,-86.5272,60-min,1.0,1000.0,122.0,77.0,169.0,92.0,45.0,47.0
01-4619,LEEDS,AL,33.5447,-86.5272,7-day,168.0,1.0,152.0,132.0,173.0,41.0,20.0,21.0
01-4619,LEEDS,AL,33.5447,-86.5272,7-day,168.0,2.0,170.0,148.0,194.0,46.0,22.0,24.0
01-4619,LEEDS,AL,33.5447,-86.5272,7-day,168.0,5.0,202.0,175.0,231.0,56.0,27.0,29.0
01-4619,LEEDS,AL,33.5447,-86.5272,7-day,168.0,10.0,230.0,198.0,264.0,66.0,32.0,34.0
01-4619,LEEDS,AL,33.5447,-86.5272,7-day,168.0,25.0,272.0,228.0,324.0,96.0,44.0,52.0
01-4619,LEEDS,AL,33.5447,-86.5272,7-day,168.0,50.0,307.0,250.0,369.0,119.0,57.0,62.0
01-4619,LEEDS,AL,33.5447,-86.5272,7-day,168.0,100.0,344.0,270.0,422.0,152.0,74.0,78.0
01-4619,LEEDS,AL,33.5447,-86.5272,7-day,168.0,200.0,384.0,287.0,481.0,194.0,97.0,97.0
01-4619,LEEDS,AL,33.5447,-86.5272,7-day,168.0,500.0,440.0,315.0,563.0,248.0,125.0,123.0
01-4619,LEEDS,AL,33.5447,-86.5272,7-day,168.0,1000.0,484.0,336.0,626.0,290.0,148.0,142.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-day,240.0,1.0,168.0,144.0,195.0,51.0,24.0,27.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-day,240.0,2.0,187.0,160.0,217.0,57.0,27.0,30.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-day,240.0,5.0,217.0,185.0,254.0,69.0,32.0,37.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-day,240.0,10.0,243.0,206.0,284.0,78.0,37.0,41.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-day,240.0,25.0,277.0,229.0,332.0,103.0,48.0,55.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-day,240.0,50.0,304.0,246.0,368.0,122.0,58.0,64.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-day,240.0,100.0,331.0,259.0,408.0,149.0,72.0,77.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-day,240.0,200.0,359.0,270.0,451.0,181.0,89.0,92.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-day,240.0,500.0,395.0,287.0,507.0,220.0,108.0,112.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-day,240.0,1000.0,422.0,299.0,550.0,251.0,123.0,128.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-min,0.16666666666666666,1.0,15.0,12.0,19.0,7.0,3.0,4.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-min,0.16666666666666666,2.0,18.0,14.0,23.0,9.0,4.0,5.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-min,0.16666666666666666,5.0,22.0,18.0,28.0,10.0,4.0,6.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-min,0.16666666666666666,10.0,26.0,20.0,33.0,13.0,6.0,7.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-min,0.16666666666666666,25.0,32.0,24.0,41.0,17.0,8.0,9.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-min,0.16666666666666666,50.0,36.0,26.0,48.0,22.0,10.0,12.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-min,0.16666666666666666,100.0,40.0,29.0,55.0,26.0,11.0,15.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-min,0.16666666666666666,200.0,45.0,31.0,62.0,31.0,14.0,17.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-min,0.16666666666666666,500.0,52.0,34.0,73.0,39.0,18.0,21.0
01-4627,LEESBURG,AL,34.1833,-85.7667,10-min,0.16666666666666666,1000.0,57.0,36.0,81.0,45.0,21.0,24.0
01-4627,LEESBURG,AL,34.1833,-85.7667,12-hr,12.0,1.0,73.0,59.0,89.0,30.0,14.0,16.0
01-4627,LEESBURG,AL,34.1833,-85.7667,12-hr,12.0,2.0,83.0,68.0,102.0,34.0,15.0,19.0
01-4627,LEESBURG,AL,34.1833,-85.7667,12-hr,12.0,5.0,101.0,82.0,124.0,42.0,19.0,23.0
01-4627,LEESBURG,AL,34.1833,-85.7667,12-hr,12.0,10.0,117.0,95.0,144.0,49.0,22.0,27.0
01-4627,LEESBURG,AL,34.1833,-85.7667,12-hr,12.0,25.0,141.0,111.0,178.0,67.0,30.0,37.0
01-4627,LEESBURG,AL,34.1833,-85.7667,12-hr,12.0,50.0,160.0,123.0,204.0,81.0,37.0,44.0
01-4627,LEESBURG,AL,34.1833,-85.7667,12-hr,12.0,100.0,179.0,133.0,234.0,101.0,46.0,55.0
01-4627,LEESBURG,AL,34.1833,-85.7667,12-hr,12.0,200.0,201.0,143.0,266.0,123.0,58.0,65.0
01-4627,LEESBURG,AL,34.1833,-85.7667,12-hr,12.0,500.0,230.0,158.0,312.0,154.0,72.0,82.0
01-4627,LEESBURG,AL,34.1833,-85.7667,12-hr,12.0,1000.0,253.0,169.0,346.0,177.0,84.0,93.0
01-4627,LEESBURG,AL,34.1833,-85.7667,15-min,0.25,1.0,19.0,15.0,24.0,9.0,4.0,5.0
01-4627,LEESBURG,AL,34.1833,-85.7667,15-min,0.25,2.0,22.0,17.0,28.0,11.0,5.0,6.0
01-4627,LEESBURG,AL,34.1833,-85.7667,15-min,0.25,5.0,27.0,21.0,35.0,14.0,6.0,8.0
01-4627,LEESBURG,AL,34.1833,-85.7667,15-min,0.25,10.0,32.0,25.0,41.0,16.0,7.0,9.0
01-4627,LEESBURG,AL,34.1833,-85.7667,15-min,0.25,25.0,39.0,29.0,51.0,22.0,10.0,12.0
01-4627,LEESBURG,AL,34.1833,-85.7667,15-min,0.25,50.0,44.0,32.0,58.0,26.0,12.0,14.0
01-4627,LEESBURG,AL,34.1833,-85.7667,15-min,0.25,100.0,49.0,35.0,67.0,32.0,14.0,18.0
01-4627,LEESBURG,AL,34.1833,-85.7667,15-min,0.25,200.0,55.0,37.0,76.0,39.0,18.0,21.0
01-4627,LEESBURG,AL,34.1833,-85.7667,15-min,0.25,500.0,63.0,41.0,89.0,48.0,22.0,26.0
01-4627,LEESBURG,AL,34.1833,-85.7667,15-min,0.25,1000.0,69.0,44.0,98.0,54.0,25.0,29.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-day,48.0,1.0,103.0,86.0,123.0,37.0,17.0,20.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-day,48.0,2.0,118.0,99.0,141.0,42.0,19.0,23.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-day,48.0,5.0,144.0,120.0,172.0,52.0,24.0,28.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-day,48.0,10.0,166.0,137.0,199.0,62.0,29.0,33.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-day,48.0,25.0,196.0,157.0,241.0,84.0,39.0,45.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-day,48.0,50.0,220.0,172.0,273.0,101.0,48.0,53.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-day,48.0,100.0,244.0,185.0,309.0,124.0,59.0,65.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-day,48.0,200.0,269.0,196.0,348.0,152.0,73.0,79.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-day,48.0,500.0,302.0,212.0,399.0,187.0,90.0,97.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-day,48.0,1000.0,328.0,225.0,438.0,213.0,103.0,110.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-hr,2.0,1.0,43.0,34.0,54.0,20.0,9.0,11.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-hr,2.0,2.0,50.0,40.0,63.0,23.0,10.0,13.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-hr,2.0,5.0,62.0,49.0,78.0,29.0,13.0,16.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-hr,2.0,10.0,73.0,57.0,92.0,35.0,16.0,19.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-hr,2.0,25.0,88.0,67.0,114.0,47.0,21.0,26.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-hr,2.0,50.0,100.0,75.0,132.0,57.0,25.0,32.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-hr,2.0,100.0,113.0,82.0,152.0,70.0,31.0,39.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-hr,2.0,200.0,127.0,88.0,174.0,86.0,39.0,47.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-hr,2.0,500.0,146.0,97.0,204.0,107.0,49.0,58.0
01-4627,LEESBURG,AL,34.1833,-85.7667,2-hr,2.0,1000.0,162.0,104.0,227.0,123.0,58.0,65.0
01-4627,LEESBURG,AL,34.1833,-85.7667,20-day,480.0,1.0,227.0,197.0,262.0,65.0,30.0,35.0
01-4627,LEESBURG,AL,34.1833,-85.7667,20-day,480.0,2.0,250.0,216.0,288.0,72.0,34.0,38.0
01-4627,LEESBURG,AL,34.1833,-85.7667,20-day,480.0,5.0,286.0,247.0,330.0,83.0,39.0,44.0
01-4627,LEESBURG,AL,34.1833,-85.7667,20-day,480.0,10.0,315.0,271.0,365.0,94.0,44.0,50.0
01-4627,LEESBURG,AL,34.1833,-85.7667,20-day,480.0,25.0,355.0,296.0,420.0,124.0,59.0,65.0
01-4627,LEESBURG,AL,34.1833,-85.7667,20-day,480.0,50.0,386.0,315.0,461.0,146.0,71.0,75.0
01-4627,LEESBURG,AL,34.1833,-85.7667,20-day,480.0,100.0,416.0,329.0,506.0,177.0,87.0,90.0
01-4627,LEESBURG,AL,34.1833,-85.7667,20-day,480.0,200.0,446.0,340.0,554.0,214.0,106.0,108.0
01-4627,LEESBURG,AL,34.1833,-85.7667,20-day,480.0,500.0,485.0,357.0,616.0,259.0,128.0,131.0
01-4627,LEESBURG,AL,34.1833,-85.7667,20-day,480.0,1000.0,514.0,370.0,662.0,292.0,144.0,148.0
01-4627,LEESBURG,AL,34.1833,-85.7667,24-hr,24.0,1.0,87.0,72.0,106.0,34.0,15.0,19.0
01-4627,LEESBURG,AL,34.1833,-85.7667,24-hr,24.0,2.0,100.0,83.0,121.0,38.0,17.0,21.0
01-4627,LEESBURG,AL,34.1833,-85.7667,24-hr,24.0,5.0,122.0,101.0,148.0,47.0,21.0,26.0
01-4627,LEESBURG,AL,34.1833,-85.7667,24-hr,24.0,10.0,141.0,116.0,172.0,56.0,25.0,31.0
01-4627,LEESBURG,AL,34.1833,-85.7667,24-hr,24.0,25.0,168.0,134.0,210.0,76.0,34.0,42.0
01-4627,LEESBURG,AL,34.1833,-85.7667,24-hr,24.0,50.0,190.0,147.0,240.0,93.0,43.0,50.0
01-4627,LEESBURG,AL,34.1833,-85.7667,24-hr,24.0,100.0,212.0,159.0,273.0,114.0,53.0,61.0
01-4627,LEESBURG,AL,34.1833,-85.7667,24-hr,24.0,200.0,236.0,170.0,309.0,139.0,66.0,73.0
01-4627,LEESBURG,AL,34.1833,-85.7667,24-hr,24.0,500.0,267.0,186.0,358.0,172.0,81.0,91.0
01-4627,LEESBURG,AL,34.1833,-85.7667,24-hr,24.0,1000.0,292.0,198.0,395.0,197.0,94.0,103.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-day,72.0,1.0,114.0,95.0,135.0,40.0,19.0,21.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-day,72.0,2.0,130.0,109.0,154.0,45.0,21.0,24.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-day,72.0,5.0,156.0,131.0,186.0,55.0,25.0,30.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-day,72.0,10.0,178.0,149.0,213.0,64.0,29.0,35.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-day,72.0,25.0,210.0,169.0,257.0,88.0,41.0,47.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-day,72.0,50.0,234.0,185.0,289.0,104.0,49.0,55.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-day,72.0,100.0,259.0,198.0,326.0,128.0,61.0,67.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-day,72.0,200.0,284.0,209.0,365.0,156.0,75.0,81.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-day,72.0,500.0,318.0,226.0,418.0,192.0,92.0,100.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-day,72.0,1000.0,345.0,238.0,458.0,220.0,107.0,113.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-hr,3.0,1.0,49.0,39.0,61.0,22.0,10.0,12.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-hr,3.0,2.0,56.0,45.0,70.0,25.0,11.0,14.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-hr,3.0,5.0,69.0,55.0,86.0,31.0,14.0,17.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-hr,3.0,10.0,80.0,64.0,101.0,37.0,16.0,21.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-hr,3.0,25.0,97.0,75.0,126.0,51.0,22.0,29.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-hr,3.0,50.0,111.0,83.0,145.0,62.0,28.0,34.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-hr,3.0,100.0,126.0,91.0,167.0,76.0,35.0,41.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-hr,3.0,200.0,141.0,98.0,192.0,94.0,43.0,51.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-hr,3.0,500.0,163.0,109.0,226.0,117.0,54.0,63.0
01-4627,LEESBURG,AL,34.1833,-85.7667,3-hr,3.0,1000.0,180.0,117.0,252.0,135.0,63.0,72.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-day,720.0,1.0,279.0,243.0,319.0,76.0,36.0,40.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-day,720.0,2.0,305.0,266.0,349.0,83.0,39.0,44.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-day,720.0,5.0,347.0,302.0,398.0,96.0,45.0,51.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-day,720.0,10.0,381.0,330.0,438.0,108.0,51.0,57.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-day,720.0,25.0,426.0,357.0,499.0,142.0,69.0,73.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-day,720.0,50.0,460.0,378.0,545.0,167.0,82.0,85.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-day,720.0,100.0,492.0,393.0,594.0,201.0,99.0,102.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-day,720.0,200.0,524.0,403.0,647.0,244.0,121.0,123.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-day,720.0,500.0,565.0,420.0,712.0,292.0,145.0,147.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-day,720.0,1000.0,595.0,432.0,762.0,330.0,163.0,167.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-min,0.5,1.0,27.0,21.0,34.0,13.0,6.0,7.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-min,0.5,2.0,32.0,25.0,40.0,15.0,7.0,8.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-min,0.5,5.0,39.0,31.0,50.0,19.0,8.0,11.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-min,0.5,10.0,46.0,36.0,59.0,23.0,10.0,13.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-min,0.5,25.0,56.0,42.0,73.0,31.0,14.0,17.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-min,0.5,50.0,64.0,47.0,84.0,37.0,17.0,20.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-min,0.5,100.0,71.0,51.0,96.0,45.0,20.0,25.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-min,0.5,200.0,80.0,54.0,110.0,56.0,26.0,30.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-min,0.5,500.0,91.0,60.0,128.0,68.0,31.0,37.0
01-4627,LEESBURG,AL,34.1833,-85.7667,30-min,0.5,1000.0,100.0,64.0,142.0,78.0,36.0,42.0
01-4627,LEESBURG,AL,34.1833,-85.7667,4-day,96.0,1.0,123.0,104.0,145.0,41.0,19.0,22.0
01-4627,LEESBURG,AL,34.1833,-85.7667,4-day,96.0,2.0,139.0,117.0,165.0,48.0,22.0,26.0
01-4627,LEESBURG,AL,34.1833,-85.7667,4-day,96.0,5.0,166.0,140.0,197.0,57.0,26.0,31.0
01-4627,LEESBURG,AL,34.1833,-85.7667,4-day,96.0,10.0,189.0,158.0,225.0,67.0,31.0,36.0
01-4627,LEESBURG,AL,34.1833,-85.7667,4-day,96.0,25.0,221.0,179.0,269.0,90.0,42.0,48.0
01-4627,LEESBURG,AL,34.1833,-85.7667,4-day,96.0,50.0,245.0,195.0,302.0,107.0,50.0,57.0
01-4627,LEESBURG,AL,34.1833,-85.7667,4-day,96.0,100.0,270.0,208.0,339.0,131.0,62.0,69.0
01-4627,LEESBURG,AL,34.1833,-85.7667,4-day,96.0,200.0,296.0,219.0,379.0,160.0,77.0,83.0
01-4627,LEESBURG,AL,34.1833,-85.7667,4-day,96.0,500.0,331.0,236.0,432.0,196.0,95.0,101.0
01-4627,LEESBURG,AL,34.1833,-85.7667,4-day,96.0,1000.0,357.0,249.0,473.0,224.0,108.0,116.0
01-4627,LEESBURG,AL,34.1833,-85.7667,45-day,1080.0,1.0,346.0,305.0,394.0,89.0,41.0,48.0
01-4627,LEESBURG,AL,34.1833,-85.7667,45-day,1080.0,2.0,379.0,333.0,431.0,98.0,46.0,52.0
01-4627,LEESBURG,AL,34.1833,-85.7667,45-day,1080.0,5.0,430.0,377.0,491.0,114.0,53.0,61.0
01-4627,LEESBURG,AL,34.1833,-85.7667,45-day,1080.0,10.0,471.0,410.0,538.0,128.0,61.0,67.0
01-4627,LEESBURG,AL,34.1833,-85.7667,45-day,1080.0,25.0,523.0,441.0,607.0,166.0,82.0,84.0
01-4627,LEESBURG,AL,34.1833,-85.7667,45-day,1080.0,50.0,561.0,464.0,659.0,195.0,97.0,98.0
01-4627,LEESBURG,AL,34.1833,-85.7667,45-day,1080.0,100.0,597.0,480.0,715.0,235.0,117.0,118.0
01-4627,LEESBURG,AL,34.1833,-85.7667,45-day,1080.0,200.0,631.0,489.0,772.0,283.0,142.0,141.0
01-4627,LEESBURG,AL,34.1833,-85.7667,45-day,1080.0,500.0,673.0,503.0,841.0,338.0,170.0,168.0
01-4627,LEESBURG,AL,34.1833,-85.7667,45-day,1080.0,1000.0,702.0,514.0,894.0,380.0,188.0,192.0
01-4627,LEESBURG,AL,34.1833,-85.7667,5-min,0.08333333333333333,1.0,10.0,8.0,13.0,5.0,2.0,3.0
01-4627,LEESBURG,AL,34.1833,-85.7667,5-min,0.08333333333333333,2.0,12.0,10.0,16.0,6.0,2.0,4.0
01-4627,LEESBURG,AL,34.1833,-85.7667,5-min,0.08333333333333333,5.0,15.0,12.0,19.0,7.0,3.0,4.0
01-4627,LEESBURG,AL,34.1833,-85.7667,5-min,0.08333333333333333,10.0,18.0,14.0,23.0,9.0,4.0,5.0
01-4627,LEESBURG,AL,34.1833,-85.7667,5-min,0.08333333333333333,25.0,22.0,16.0,28.0,12.0,6.0,6.0
